Airline ID,Name,Alias,IATA,ICAO,Callsign,Country,Active
2695,Heavylift Cargo Airlines,\n,HN,HVY,HEAVY CARGO,Australia,N
2696,Heavylift International,\n,,HVL,HEAVYLIFT INTERNATIONAL,United Arab Emirates,N
2697,Helcopteros De Cataluna,\n,,HDC,HELICATALUNA,Spain,N
2698,Helenair (Barbados),\n,,HCB,HELEN,Barbados,N
2699,Helenair Corporation,\n,,HCL,HELENCORP,Saint Lucia,N
2700,Helenia Helicopter Service,\n,,HHP,HELENIA,Denmark,N
2701,Heli Air Services,\n,,HLR,HELI BULGARIA,Bulgaria,N
2702,Heli Ambulance Team,\n,,ALJ,ALPIN HELI,Austria,N
2703,Heli Bernina,\n,,HEB,HELIBERNINA,Switzerland,N
2704,Heli France,\n,8H,HFR,HELIFRANCE,France,Y
2705,Heli Hungary,\n,,HYH,HELIHUNGARY,Hungary,N
2706,Heli Medwest De Mexico,\n,,HLM,HELIMIDWEST,Mexico,N
2707,Heli Securite,\n,,HLI,HELI SAINT-TROPEZ,France,N
2708,Heli Trip,\n,,HTP,HELI TRIP,Mexico,N
2709,Heli Union Heli Prestations,\n,,HLU,HELI UNION,France,N
2710,Heli-Air-Monaco,\n,,MCM,HELI AIR,Monaco,N
2711,Heli-Holland,\n,,HHE,HELI HOLLAND,Netherlands,N
2712,Heli-Iberica,\n,,HRA,ERICA,Spain,N
2713,Heli-Iberica Fotogrametria,\n,,HIF,HIFSA,Spain,N
2714,Heli-Inter Guyane,\n,,HIG,INTER GUYANNE,France,N
2715,Heli-Link,\n,,HLK,HELI-LINK,Switzerland,N
2716,Heliamerica De Mexico,\n,,HMC,HELIAMERICA,Mexico,N
2717,Heliavia-Transporte Aereo,\n,,HEA,HELIAVIA,Portugal,N
2718,Heliaviation Limited,\n,,CDY,CADDY,United Kingdom,N
2719,Helibravo Aviacao,\n,,HIB,HELIBRAVO,Portugal,N
2720,Helicap,\n,,HLC,HELICAP,France,N
2721,Helicentre Coventry,\n,,COV,HELICENTRE,United Kingdom,N
2722,Helicol,\n,,HEL,HELICOL,Colombia,N
2723,Helicopter,\n,,HCP,HELI CZECH,Czech Republic,N
2724,Helicopter & Aviation Services,\n,,JKY,JOCKEY,United Kingdom,N
2725,Helicopter Training & Hire,\n,,MVK,MAVRIK,United Kingdom,N
2726,Helicopteros Aero Personal,\n,,HAP,HELIPERSONAL,Mexico,N
2727,Helicopteros Agroforestal,\n,,HAA,AGROFORESTAL,Chile,N
2728,Helicopteros Internacionales,\n,,HNT,HELICOP INTER,Mexico,N
2729,Helicopteros Y Vehiculos Nacionales Aereos,\n,,HEN,HELINAC,Mexico,N
2730,Helicsa,\n,,HHH,HELICSA,Spain,N
2731,Helijet,\n,JB,JBA,HELIJET,Canada,Y
2732,Helikopterdrift,\n,,HDR,HELIDRIFT,Norway,N
2733,Helikopterservice Euro Air,\n,,SCO,SWEDCOPTER,Sweden,N
2734,Heliocean,\n,,OCE,HELIOCEAN,France,N
2735,Helios Airways,\n,ZU,HCY,HELIOS,Cyprus,N
2736,Helipistas,\n,,HLP,HELIPISTAS,Spain,N
2737,Heliportugal,\n,,HPL,HELIPORTUGAL,Portugal,N
2738,Heliservicio Campeche,\n,,HEC,HELICAMPECHE,Mexico,N
2739,Helisul,\n,,HSU,HELIS,Portugal,N
2740,Heliswiss,\n,,HSI,HELISWISS,Switzerland,N
2741,Helitafe,\n,,HLT,HELITAFE,Mexico,N
2742,Helitalia,\n,,HIT,HELITALIA,Italy,N
2743,Helitaxi Ofavi,\n,,OFA,OFAVI,Mexico,N
2744,Helitrans,\n,,HTA,SCANBIRD,Norway,N
2745,Helitrans Air Service,\n,,HTS,HELITRANS,United States,N
2746,Heliworks,\n,,HLW,HELIWORKS,Chile,N
2747,Hellas Jet,\n,T4,HEJ,HELLAS JET,Greece,Y
2748,Hello,\n,HW,FHE,FLYHELLO,Switzerland,Y
2749,Helog,\n,,HLG,HELOG,Switzerland,N
2750,Helvetic Airways,\n,2L,OAW,HELVETIC,Switzerland,Y
2751,Hemus Air,\n,DU,HMS,HEMUS AIR,Bulgaria,N
2752,Henebury Aviation,\n,,HAC,,Australia,N
2753,Heritiage Flight (Valley Air Services),\n,,SSH,SNOWSHOE,United States,N
2754,Herman's Markair Express,\n,,MRX,SPEEDMARK,United States,N
2755,Herritage Aviation Developments,\n,,HED,FLAPJACK,United Kingdom,N
2756,Hewa Bora Airways,\n,EO,ALX,ALLCONGO,Democratic Republic of the Congo,N
2757,Hex'Air,\n,UD,HER,HEX AIRLINE,France,Y
2758,Hi-Jet Helicopter Services,\n,,HHS,HIJET,Suriname,N
2759,Hi Fly,\n,5K,HFY,SKY FLYER,Portugal,N
2760,High-Line Airways,\n,,HLB,HIGH-LINE,Canada,N
2761,Highland Airways,\n,,HWY,HIWAY,United Kingdom,Y
2762,Hispaniola Airways,\n,,HIS,HISPANIOLA,Dominican Republic,N
2763,Hogan Air,\n,,HGA,HOGAN AIR,United States,N
2764,Hokkaido Air System,\n,,NTH,NORTH AIR,Japan,N
2765,Hokkaido International Airlines,\n,HD,ADO,AIR DO,Japan,Y
2766,Hokuriki-Koukuu Company,\n,,ABH,,Japan,N
2767,Hola Airlines,\n,H5,HOA,HOLA,Spain,N
2768,Holding International Group,\n,,HIN,HOLDING GROUP,Mexico,N
2769,Holiday Airlines,\n,,HOL,HOLIDAY,United States,N
2770,Holstenair Lubeck,\n,,HTR,HOLSTEN,Germany,N
2771,Homac Aviation,\n,,HMV,HOMAC,Luxembourg,N
2772,Honduras Airlines,\n,,HAS,HONDURAS AIR,Honduras,N
2773,Hong Kong Airlines,\n,HX,CRK,BAUHINIA,Hong Kong SAR of China,Y
2774,Hong Kong Express Airways,\n,UO,HKE,HONGKONG SHUTTLE,Hong Kong SAR of China,Y
2775,Honiara Cargo Express,\n,,HEX,HONIARA CARGO,Solomon Islands,N
2776,Hop-A-Jet,\n,,HPJ,HOPA-JET,United States,N
2777,Hope Air,\n,HH,,HOPE AIR,Canada,N
2778,Horizon Air,Horizon Airlines,QX,QXE,HORIZON AIR,United States,Y
2779,Horizon Air Service,\n,,KOK,KOKO,United States,N
2780,Horizon Air for Transport and Training,\n,,HSM,ALOFUKAIR,Libya,N
2781,Horizon Air-Taxi,\n,,HOR,HORIZON,Switzerland,N
2782,Horizon Airlines,\n,BN,HZA,,Australia,Y
2783,Horizon Plus,\n,,HPS,HORIZON PLUS,Bangladesh,N
2784,Horizons Unlimited,\n,,HUD,HUD,United States,N
2785,Horizontes Aereos,\n,,HOZ,HORIZONTES AEREOS,Mexico,N
2786,Hoteles Dinamicos,\n,,HDI,DINAMICOS,Mexico,N
2787,Houston Helicopters,\n,,HHO,HOUSTON HELI,United States,N
2788,Houston Jet Services,\n,,GGV,GREGG AIR,Austria,N
2789,Hozu-Avia,\n,,OZU,HOZAVIA,Kazakhstan,N
2790,Hub Airlines,\n,,HUB,HUB,United States,N
2791,Huessler Air Service,\n,,HUS,HUESSLER,United States,N
2792,Hughes Aircraft Company,\n,,GMH,HUGHES EXPRESS,United States,N
2793,Hummingbird Helicopter Service,\n,,WHR,WHIRLEYBIRD,United States,N
2794,Hunair Hungarian Airlines,\n,,HUV,SILVER EAGLE,Hungary,N
2795,Hungarian Air Force,\n,,HUF,HUNGARIAN AIRFORCE,Hungary,N
2796,Hyack Air,\n,,HYA,HYACK,Canada,N
2797,Hydro Air Flight Operations,\n,,HYC,HYDRO CARGO,South Africa,N
2798,Hydro-Québec,\n,,HYD,HYDRO,Canada,N
2799,Héli Sécurité Helicopter Airlines,\n,H4,,,France,N
2800,International Air Carrier Association,\n,,ITC,,Belgium,N
2801,IBC Airways,\n,II,CSQ,CHASQUI,United States,N
2802,IBL Aviation,\n,,IBL,CATOVAIR,Mauritius,N
2803,IBM Euroflight Operations,\n,,BBL,BLUE,Switzerland,N
2804,ICAO,\n,,YYY,,,N
2805,ICAR Airlines,\n,C3,,,Ukraine,N
2806,ICC Canada,\n,,CIC,AIR TRADER,Canada,N
2807,IDG Technology Air,\n,,IDG,INDIGO,Czech Republic,N
2808,IFL Group,\n,,IFL,EIFEL,United States,N
2809,II Lione Alato Arl,\n,,RDE,FLIGHT RED,United Kingdom,N
2810,IJM International Jet Management,\n,,IJM,JET MANAGEMENT,Austria,N
2811,IKI International Airlines,\n,,IKK,IKIAIR,Japan,N
2812,IKON FTO,\n,,IKN,IKON,Germany,N
2813,IMP Aviation Services,\n,,BLU,BLUENOSE,Canada,N
2814,IMP Group Aviation Services,\n,,XGG,,Canada,N
2815,INFINI Travel Information,\n,1F,,,Japan,N
2816,IPEC Aviation,\n,,IPA,IPEC,Australia,N
2817,IPM Europe,\n,,IPM,SHIPEX,United Kingdom,N
2818,IRS Airlines,\n,,LVB,SILVERBIRD,Nigeria,N
2819,ISD Avia,\n,,ISD,ISDAVIA,Ukraine,N
2820,ITA Software,\n,1U,,,United States,N
2821,IVV Femida,\n,,FDF,,Russia,N
2822,Iberia Airlines,\n,IB,IBE,IBERIA,Spain,Y
2823,Ibertour Servicios Aereos,\n,,IBR,IBERTOUR,Spain,N
2824,Ibertrans Aerea,\n,,IBT,IBERTRANS,Spain,N
2825,Iberworld,\n,TY,IWD,,Spain,Y
2826,Ibex Airlines,\n,FW,IBX,IBEX,Japan,Y
2827,Ibicenca Air,\n,,IBC,IBICENCA,Spain,N
2828,Ibk-Petra,\n,,AKI, ,Sudan,N
2829,Icar Air,\n,,RAC,TUZLA AIR,Bosnia and Herzegovina,Y
2830,Icare Franche Compte,\n,,FRC,FRANCHE COMPTE,France,N
2831,Icaro,\n,,ICD,ICARO,Ecuador,N
2832,Icaro,\n,,ICA,ICARFLY,Italy,N
2833,Icarus,\n,,IUS,ICARUS,Italy,N
2834,Icejet,\n,,ICJ,ICEJET,Iceland,N
2835,Icelandair,\n,FI,ICE,ICEAIR,Iceland,Y
2836,Icelandic Coast Guard,\n,,ICG,ICELAND COAST,Iceland,N
2837,Ikaros DK,\n,,IKR,IKAROS,Denmark,N
2838,Il Ciocco International Travel Service,\n,,CIO,CIOCCO,Italy,N
2839,Il-Avia,\n,,ILV,ILAVIA,Russia,N
2840,Ildefonso Redriguez,\n,,IDL,ILDEFONSO,Mexico,N
2841,Iliamna Air Taxi,\n,,IAR,ILIAMNA AIR,United States,N
2842,Ilpo Aruba Cargo,\n,,ILP,,Aruba,N
2843,Ilyich-Avia,\n,,ILL,ILYICHAVIA,Ukraine,N
2844,Imaer,\n,,IMR,IMAER,Portugal,N
2845,Imair Airlines,\n,IK,ITX,IMPROTEX,Azerbaijan,Y
2846,Imperial Airways,\n,,PNX,PHOENIX,United States,N
2847,Imtrec Aviation,\n,,IMT,IMTREC,Cambodia,N
2848,Independence Air,\n,DH,IDE,INDEPENDENCE AIR,United States,N
2849,Independent Air Freighters,\n,,IDP,INDEPENDENT,Australia,N
2850,IndiGo Airlines,\n,6E,IGO,IFLY,India,Y
2851,India International Airways,\n,,IIL,INDIA INTER,India,N
2852,Indian Air Force,\n,,IFC,INDIAN AIRFORCE,India,N
2853,Indian Airlines,\n,IC,IAC,INDAIR,India,Y
2854,Indicator Company,\n,,IDR,INDICATOR,Hungary,N
2855,Indigo,\n,I9,IBU,INDIGO BLUE,United States,Y
2856,Indonesia Air Transport,\n,,IDA,INTRA,Indonesia,N
2857,Indonesia AirAsia,\n,QZ,AWQ,WAGON AIR,Indonesia,Y
2858,Indonesian Airlines,\n,IO,IAA,INDO LINES,Indonesia,Y
2859,Industri Pesawat Terbang Nusantara,\n,,IPN,NUSANTARA,Indonesia,N
2860,Industrias Titan,\n,,ITN,TITANLUX,Spain,N
2861,Infinit Air,\n,,FFI,INFINIT,Spain,N
2862,Inflite The Jet Centre,\n,,INS,,United Kingdom,N
2863,Innotech Aviation,\n,,IVA,INNOTECH,Canada,N
2864,Insel Air International,\n,,INC,INSELAIR,Netherlands Antilles,N
2865,Instituto Cartografico de Cataluna,\n,,ICC,CARTO,Spain,N
2866,Intair,\n,,INT,INTAIRCO,Canada,N
2867,Intal Avia,\n,,INL,INTAL AVIA,Kyrgyzstan,N
2868,Intavia Limited,\n,,FFL,,United Kingdom,N
2869,InteliJet Airways,\n,IJ,IJT,INTELIJET,Colombia,N
2870,Intensive Air,\n,,XRA,INTENSIVE,South Africa,N
2871,Inter Air,\n,,ITW,INTER WINGS,Bulgaria,N
2872,Inter Express,\n,,INX,INTER-EURO,Turkey,N
2873,Inter Islands Airlines,\n,H4,IIN,,Cape Verde,N
2874,Inter RCA,\n,,CAR,QUEBEC ROMEO,Central African Republic,N
2875,Inter Tropic Airlines,\n,,NTT,INTER-TROPIC,Sierra Leone,N
2876,Inter-Air,\n,,ITA,CAFEX,United States,N
2877,Inter-Canadian,\n,,ICN,INTER-CANADIAN,Canada,N
2878,Inter-Island Air,\n,,UGL,UGLY VAN,United States,N
2879,Inter-Mountain Airways,\n,,IMA,INTER-MOUNTAIN,United States,N
2880,Inter-State Aviation,\n,,ITS,INTER-STATE,United States,N
2881,Interair South Africa,\n,D6,ILN,INLINE,South Africa,Y
2882,Interaire,\n,,NTE,INTERMEX,Mexico,N
2883,Interavia Airlines,\n,ZA,SUW,ASTAIR,Russia,Y
2884,Interaviatrans,\n,,IVT,INTERAVIA,Ukraine,N
2885,Intercontinental de Aviaci,\n,RS,ICT,CONTAVIA,Colombia,N
2886,Intercopters,\n,,ICP,CHOPER,Spain,N
2887,Interflight,\n,,IFT,INTERFLIGHT,United Kingdom,N
2888,Interflight (Learjet),\n,,IJT,,United Kingdom,N
2889,Interfly,\n,,RFL,INFLY,Italy,N
2890,Interfreight Forwarding,\n,,IFF,INTERFREIGHT,Sudan,N
2891,Interguide Air,\n,,IGN,DIVINE AIR,Nigeria,N
2892,Interisland Airlines,\n,,ISN,TRI-BIRD,Philippines,N
2893,Interisland Airways Limited,\n,,IWY,ISLANDWAYS,Turks and Caicos Islands,N
2894,Interjet,\n,,MTF,INTERJET,Italy,N
2895,Interjet Helicopters,\n,,IHE,INTERCOPTER,Greece,N
2896,Interlink Airlines,\n,ID,ITK,INTERLINK,South Africa,Y
2897,International Air Cargo Corporation,\n,,IAK,AIR CARGO EGYPT,Egypt,N
2898,International Air Corporation,\n,,EXX,EXPRESS INTERNATIONAL,United States,N
2899,International Air Service,\n,,IAS,STARFLEET,United States,N
2900,International Air Services,\n,,IAX,INTERAIR SERVICES,Liberia,N
2901,International Business Air,\n,6I,IBZ,INTERBIZ,Sweden,N
2902,International Business Aircraft,\n,,IBY,CENTRAL STAGE,United States,N
2903,International Charter Services,\n,,ICS,INTERSERVI,Mexico,N
2904,International Charter Xpress,\n,,ICX,INTEX,United States,N
2905,International Committee of the Red Cross,\n,,RED,RED CROSS,Switzerland,N
2906,International Company for Transport,\n,,IIG, Trade and Public Works,ALDAWLYH AIR,N
2907,International Flight Training Academy,\n,,IFX,IFTA,United States,N
2908,International Jet Aviation Services,\n,,IJA,I-JET,United States,N
2909,International Jet Charter,\n,,HSP,HOSPITAL,United States,N
2910,International SOS WIndhoek,\n,,RSQ,SKYMEDIC,Namibia,N
2911,International Sabilisation Assistance Force,\n,,ISF,,United Kingdom,N
2912,International Security Assistance Force,\n,,THN,ATHENA,Canada,N
2913,International Trans-Air,\n,,ITH,INTRANS NIGERIA,Nigeria,N
2914,Interport Corporation,\n,,IPT,INTERPORT,United States,N
2915,Intersky,\n,,IKY,GENERAL SKY,Bulgaria,N
2916,Intersky,\n,3L,ISK,INTERSKY,Austria,Y
2917,Interstate Airline,\n,I4,FWA,FREEWAYAIR,Netherlands,N
2918,Intervuelos,\n,,ITU,INTERLOS,Mexico,N
2919,Inversija,\n,,INV,INVER,Latvia,N
2920,Iona National Airways,\n,,IND,IONA,Ireland,N
2921,Iowa Airways,\n,,IOA,IOWA AIR,United States,N
2922,Iran Air,\n,IR,IRA,IRANAIR,Iran,Y
2923,Iran Aseman Airlines,\n,EP,IRC,,Iran,Y
2924,Iranair Tours,\n,,IRB,,Iran,N
2925,Naft Air Lines,\n,,IRG,NAFT,Iran,N
2926,Iraqi Airways,\n,IA,IAW,IRAQI,Iraq,Y
2927,Irbis Air,\n,,BIS,IRBIS,Kazakhstan,N
2928,Irish Air Corps,\n,,IRL,IRISH,Ireland,N
2929,Irish Air Transport,\n,,RDK,IRISH TRANS,Ireland,N
2930,Irish Aviation Authority,\n,,XMR,AUTHORITY,Ireland,N
2931,Irtysh Airlines,\n,,IRT,IRTYSH AIRLINES,Uzbekistan,N
2932,Irving Oil,\n,,XIA,,Canada,N
2933,Irving Oil Transport,\n,,KCE,KACEY,Canada,N
2934,Island Air,\n,,ISI,ISLANDMEX,Mexico,N
2935,Island Air Charters,\n,,ILF,ISLAND FLIGHT,United States,N
2936,Island Air Express,\n,,XYZ,RAINBIRD,United States,N
2937,Island Airlines,\n,IS,,,United States,Y
2938,Island Aviation,\n,,SOY,SORIANO,Philippines,N
2939,Island Aviation Services,\n,,DQA,,Maldives,N
2940,Island Aviation and Travel,\n,,IOM,ISLE AVIA,United Kingdom,N
2941,Island Express,\n,2S,SDY,SANDY ISLE,United States,N
2942,Cargo Plus Aviation,\n,8L,CGP,,United Arab Emirates,Y
2943,Island Helicopters,\n,,MTP,METROCOPTER,United States,N
2944,Island Link,\n,,ILC,,Japan,N
2945,Islandair Jersey,\n,,IAJ,JARLAND,United Kingdom,N
2946,Islands Nationair,\n,CN,,,Papua New Guinea,N
2947,Icebird Airline,\n,,ICB,ICEBIRD,Iceland,N
2948,Islas Airways,\n,IF,ISW,PINTADERA,Spain,Y
2949,Isle Grande Flying School,\n,,IGS,ISLA GRANDE,United States,N
2950,Islena De Inversiones,\n,WC,ISV,,Honduras,Y
2951,Isles of Scilly Skybus,\n,,IOS,SCILLONIA,United Kingdom,N
2952,Israel Aircraft Industries,\n,,IAI,ISRAEL AIRCRAFT,Israel,N
2953,Israeli Air Force,\n,,IAF,,Israel,N
2954,Israir,\n,6H,ISR,ISRAIR,Israel,Y
2955,Istanbul Airlines,\n,,IST,ISTANBUL,Turkey,N
2956,Itali Airlines,\n,9X,ACL,ITALI,Italy,N
2957,Italy First,\n,,IFS,RIVIERA,Italy,N
2958,Itek Air,\n,GI,IKA,ITEK-AIR,Kyrgyzstan,Y
2959,Ivoire Aero Services,\n,,IVS,IVOIRE AERO,Ivory Coast,N
2960,Ivoire Airways,\n,,IVW,IVOIRAIRWAYS,Ivory Coast,N
2961,Ivoire Jet Express,\n,,IJE,IVOIRE JET,Ivory Coast,N
2962,Iwamoto Crane Co Ltd,\n,,OIC,,Japan,N
2963,Ixair,\n,,IXR,X-BIRD,France,N
2964,Izair,\n,H9,IZM,IZMIR,Turkey,N
2965,Izhavia,\n,,IZA,IZHAVIA,Russia,N
2966,J C Bamford (Excavators),\n,,JCB,JAYSEEBEE,United Kingdom,N
2967,J P Hunt Air Carriers,\n,,RFX,REFLEX,United States,N
2968,J-Air,\n,,JLJ,J AIR,Japan,N
2969,JAL Express,\n,JC,JEX,JANEX,Japan,Y
2970,JALways,\n,JO,JAZ,JALWAYS,Japan,Y
2971,JDAviation,\n,,JDA,JAY DEE,United Kingdom,N
2972,JDP Lux,\n,,JDP,RED PELICAN,Luxembourg,N
2973,JHM Cargo Expreso,\n,,JHM,,Costa Rica,N
2974,JM Family Aviation,\n,,TQM,TACOMA,United States,N
2975,JMC Airlines,\n,,JMC,JAYEMMSEE,United Kingdom,N
2976,JSC Transport Automated Information Systems,\n,1M,,,Russia,N
2977,JS Air,\n,,JSJ,JS CHARTER,Pakistan,N
2978,JS Aviation,\n,,JES,JAY-ESS AVIATION,Mexico,N
2979,Jackson Air Services,\n,,JCK,JACKSON,Canada,N
2980,Jade Cargo International,\n,,JAE,JADE CARGO,China,N
2981,Jamahiriya Airways,\n,,JAW,JAW,Libya,N
2982,Jambo Africa Airlines,\n,,JMB,JAMBOAFRICA,Democratic Republic of Congo,N
2983,Jana-Arka,\n,,JAK,YANZAR,Kazakhstan,N
2984,Janair,\n,,JAX,JANAIR,United States,N
2985,Japan Air Commuter,\n,,JAC,COMMUTER,Japan,N
2986,Japan Aircraft Service,\n,,JSV,,Japan,N
2987,Japan Airlines,JAL Japan Airlines,JL,JAL,JAPANAIR,Japan,Y
2988,Japan Airlines Domestic,\n,JL,JAL,J-BIRD,Japan,Y
2989,Japan Asia Airways,\n,EG,JAA,ASIA,Japan,Y
2990,Japan Transocean Air,\n,NU,JTA,JAI OCEAN,Japan,Y
2991,Jat Airways,\n,JU,JAT,JAT,Serbia,N
2992,Jatayu Airlines,\n,VJ,JTY,JATAYU,Indonesia,N
2993,Jazeera Airways,\n,J9,JZR,JAZEERA,Kuwait,Y
2994,Jeju Air,\n,7C,JJA,JEJU AIR,Republic of Korea,Y
2995,Jenney Beechcraft,\n,,JNY,JENAIR,United States,N
2996,Jeppesen Data Plan,\n,,XLD,,United States,N
2997,Jeppesen UK,\n,,JPN,JETPLAN,United Kingdom,N
2998,Jet Air,\n,,JEA,JETA,Poland,N
2999,Jet Air Group,\n,,JSI,SISTEMA,Russia,N
3000,Jet Airways,\n,9W,JAI,JET AIRWAYS,India,Y
3001,Jet Airways,\n,QJ,,,United States,Y
3002,Jet Aspen Air Lines,\n,,JTX,JET ASPEN,United States,N
3003,Jet Aviation,\n,,PJS,JETAVIATION,Switzerland,N
3004,Jet Aviation Business Jets,\n,,BZF,BIZFLEET,United States,N
3005,Jet Center Flight Training,\n,,JCF,JET CENTER,Spain,N
3006,Jet Charter,\n,,JCT,JET CHARTER,United States,N
3007,Jetclub,\n,0J,,,Switzerland,N
3008,Jet Connection,\n,,JCX,JET CONNECT,Germany,N
3009,Jet Courier Service,\n,,DWW,DON JUAN,United States,N
3010,Jet East International,\n,,JED,JET EAST,United States,N
3011,Jet Executive International Charter,\n,,JEI,JET EXECUTIVE,Germany,N
3012,Jet Fighter Flights,\n,,RZA,RAZOR,Australia,N
3013,Jet Freighters,\n,,CFT,CASPER FREIGHT,United States,N
3014,Jet G&D Aviation,\n,,JGD,JET GEE-AND-DEE,Israel,N
3015,Jet Line International,\n,,MJL,MOLDJET,Moldova,N
3016,Jet Link,\n,,JEK,JET OPS,Israel,N
3017,Jet Link Aviation,\n,,HTL,HEARTLAND,United States,N
3018,Jet Norte,\n,,JNR,JET NORTE,Mexico,N
3019,Jet Rent,\n,,JRN,JET RENT,Mexico,N
3020,Jet Service,\n,,JDI,JEDI,Poland,N
3021,Jetstar Asia Airways,\n,3K,JSA,JETSTAR ASIA,Singapore,Y
3022,Jet Stream,\n,,JSM,JET STREAM,Moldova,N
3023,Jet Trans Aviation,\n,,JTC,JETRANS,Ghana,N
3024,Jet-2000,\n,,JTT,MOSCOW JET,Russia,N
3025,Jet-Ops,\n,,OPS,OPS-JET,United Arab Emirates,N
3026,Jet2.com,\n,LS,EXS,CHANNEX,United Kingdom,Y
3027,Jet4You,,8J,JFU,ARGAN,Morocco,Y
3028,JetAfrica Swaziland,\n,,OSW,BEVO,Swaziland,N
3029,JetBlue Airways,\n,B6,JBU,JETBLUE,United States,Y
3030,JetConnect,\n,,QNZ,QANTAS JETCONNECT,New Zealand,N
3031,JetMagic,\n,,JMG,JET MAGIC,Ireland,N
3032,Jetairfly,\n,JF,JAF,BEAUTY,Belgium,Y
3033,Jetall Holdings,\n,,JTL,FIREFLY,Canada,N
3034,Jetalliance,\n,,JAG,JETALLIANCE,Austria,N
3035,Jetclub,\n,0J,JCS,JETCLUB,Switzerland,N
3036,Jetcorp,\n,,UEJ,JETCORP,United States,N
3037,Jetcraft Aviation,\n,,JCC,JETCRAFT,Australia,N
3038,Jetex Aviation,\n,,JXA,,Lebanon,N
3039,Jetflite,\n,,JEF,JETFLITE,Finland,Y
3040,Jetfly Airlines,\n,,JFL,LINEFLYER,Austria,N
3041,Jetgo International,\n,,JIC,JIC-JET,Thailand,N
3042,Jetlink Express,\n,,JLX,KEN JET,Kenya,N
3043,Jetlink Holland,\n,,JLH,,Netherlands,N
3044,Jetnova de Aviacion Ejecutiva,\n,,JNV,JETNOVA,Spain,N
3045,Jetpro,\n,,JPO,JETPRO,Mexico,N
3046,Jetran Air,\n,,MDJ,JETRAN AIR,Romania,N
3047,Jetrider International,\n,,JRI,JETRIDER,United Kingdom,N
3048,Jets Ejecutivos,\n,,JEJ,MEXJETS,Mexico,N
3049,Jets Personales,\n,,JEP,JET PERSONALES,Spain,N
3050,Jets Y Servicios Ejecutivos,\n,,JSE,SERVIJETS,Mexico,N
3051,JetsGo,\n,SG,JGO,JETSGO,Canada,N
3052,Jetstar Airways,\n,JQ,JST,JETSTAR,Australia,Y
3053,Jetstream Air,\n,,JSH,STREAM-AIR,Hungary,N
3054,Jetstream Executive Travel,\n,,JXT,VANNIN,United Kingdom,N
3055,Jett Paqueteria,\n,,JPQ,JETT PAQUETERIA,Mexico,N
3056,Jett8 Airlines Cargo,\n,JX,JEC,,Singapore,N
3057,Jettime,\n,,JTG,JETTIME,Denmark,N
3058,Jettrain Corporation,\n,,JTN,JETTRAIN,United States,N
3059,Jetways of Iowa,\n,,JWY,JETWAYS,United States,N
3060,Jetx Airlines,\n,GX,JXX,JETBIRD,Iceland,N
3061,Jibair,\n,,JIB,JIBAIRLINE,Djibouti,N
3062,Jigsaw Project,\n,,JSW,JIGSAW,United Kingdom,N
3063,Jim Hankins Air Service,\n,,HKN,HANKINS,United States,N
3064,Jim Ratliff Air Service,\n,,RAS,SHANHIL,United States,N
3065,Joanas Avialinijos,\n,,JDG,LADYBLUE,Lithuania,N
3066,Job Air,\n,,JBR,JOBAIR,Czech Republic,N
3067,Johnson Air,\n,,JHN,AIR JOHNSON,United States,N
3068,Johnsons Air,\n,,JON,JOHNSONSAIR,Ghana,N
3069,Johnston Airways,\n,,JMJ,JOHNSTON,United States,N
3070,Joint Military Commission,\n,,JMM,JOICOMAR,Sudan,N
3071,Jomartaxi Aereo,\n,,JMT,JOMARTAXI,Mexico,N
3072,Jonsson,\n,,ODI, H Air Taxi,ODINN,N
3073,Jordan Aviation,\n,R5,JAV,JORDAN AVIATION,Jordan,N
3074,Jordan International Air Cargo,\n,,JCI,,Jordan,N
3075,Jorvik,\n,,JVK,ISLANDIC,Iceland,N
3076,Ju-Air,\n,,JUR,JUNKERS,Switzerland,N
3077,Juanda Flying School,\n,,JFS,JAEMCO,Indonesia,N
3078,Juba Cargo Services & Aviation Company,\n,,JUC,JUBA CARGO,Sudan,N
3079,Jubba Airways,\n,,JUB,JUBBA,Somali Republic,N
3080,Jubilee Airways,\n,,DKE,DUKE,United Kingdom,N
3081,Juneyao Airlines,\n,HO,DKH,JUNEYAO AIRLINES,China,Y
3082,Justair Scandinavia,\n,,MEY,MELODY,Sweden,N
3083,Justice Prisoner and Alien Transportation System,\n,,DOJ,JUSTICE,United States,N
3084,K D Air Corporation,\n,,KDC,KAY DEE,Canada,N
3085,K S Avia,\n,,KSA,SKY CAMEL,Latvia,N
3086,K-Mile Air,\n,,KMI,KAY-MILE AIR,Thailand,N
3087,KD Avia,\n,KD,KNI,KALININGRAD AIR,Russia,Y
3088,KLM Cityhopper,\n,WA,KLC,CITY,Netherlands,Y
3089,KLM Helicopter,\n,,KLH,KLM HELI,Netherlands,N
3090,KLM Royal Dutch Airlines,\n,KL,KLM,KLM,Netherlands,Y
3091,Kabo Air,\n,N2,QNK,KABO,Nigeria,N
3092,Kahama Mining Corporation,\n,,KMC,KAHAMA,Tanzania,N
3093,Kaiser Air,\n,,KAI,KAISER,United States,N
3094,Kalitta Air,\n,K4,CKS,CONNIE,United States,N
3095,Kalitta Charters,\n,,KFS,KALITTA,United States,N
3096,Kallat El Saker Air Company,\n,,KES,KALLAT EL SKER,Libya,N
3097,Kam Air,\n,RQ,KMF,KAMGAR,Afghanistan,Y
